MoveId,CharacterId,Command,Hit level,Damage,Start up frame,Block frame,Hit frame,Counter hit frame,Notes
5123,38,"1, 4, 1","h, h, m","7,17,21",10~,-11~-10,+15~+16kg,KND,Tail spin
5124,38,2,h,10,10,1,7,7,
5125,38,"2, 1","h, h","10,6","10,26",-3,4,4,
5126,38,"2, 1, 4","h, h, l (TC)","10,6,12",s cs10~,-13,-2,-2,
5127,38,"2, 3","h, m","10,15",10~,-13,2,2,
5128,38,"2, 4","h, h","10,22",10~,-6,KND,KND,Tail spin
5129,38,"2, f+1+2","h, m","10,22",10~,-14,KND,KND,
5130,38,3,h,14,14,-16,-5,-5,
5131,38,"3, 3","h, l (TC)","14,10",cs18~,-17,-6,-6,
5132,38,"3, 3, 2","h, l (TC), m","14,10,10",18~,-13~-11,Launch (JG?),Launch (JG?),
5133,38,"3, 3, 4","h, l (TC), h","14,10,18",18~,-6,5,Launch (JG?),
5134,38,"3, 3, 4, 3","h, l (TC), h, m","14,10,18,20",18~,+2~+3s,+5~+6s,KND,
5135,38,"3, 4","h, h","14,20",18~,-6,KND,CS,Tail spin
5136,38,"3, d","h, (Special)",14,14,-27,-16,-16,
5137,38,"3, d, D","h, (Special)",14,14s,-23,-12,-12,
5138,38,"3, d, 1+2","h, (Special), m","14,22",14,-11,KND,KND,
5139,38,4,h,15,11,-9,8,Launch (JG?),
5140,38,"4, 3","h, l (TC)","15,13",cs10~,-17,-3,-3,
5141,38,"4, 3, 2","h, l (TC), m","15,13,10",10~,-13~-11,Launch (JG?),Launch (JG?),
5142,38,"4, 3, 4","h, l (TC), h","15,13,18",10~,-6,5,Launch (JG?),
5143,38,"4, 3, 4, 3","h, l (TC), h, m","15,13,10,20",10~,+2~+3s,+5~+6s,KND,
5144,38,"4, u","h, (Special)",15,11,-34,-17,Launch (JG?),
5145,38,"4, u, D","h, (Special)",15,11s,-30,-13,Launch (JG?),
5146,38,"4, u, 1+2","h, (Special), m","15,22",11,-11,KND,KND,
5147,38,1+4,mm,"4,20","15~16, 28~29",-5~-4,+4~+5s,+6~+7s (+8s),
5148,38,f+2,h,12,13,-3,8,8,
5149,38,"f+2, 1","h, m","12,12",13,-13~-12,-6~-5a,-6~-5a,
5150,38,"f+2, 1, 2","h, m, m","12,12,20",13,-12~-10s,+4~+6s (KND),KND,
5151,38,"f+2, 1, 4","h, m, h","12,12,22",13,-3~-1,KND(KND),KND,Tail spin
5152,38,f+3,hh,"10,20","14~15, 25~26",+6~+7,KND,CS,
5153,38,f+3 (Second hit ducked),h,10,14~15,-24s,,,
5154,38,f+3 (Only first hit on counter),h,10,14~15,,,CS (12~13),
5155,38,f+4,h,14,16,-12,-3,-1,
5156,38,"f+4, 3","h, m","14,13",16,-14,Launch (JG?),Launch (JG?),
5157,38,"f+4, 3, 3","h, m, m (TJ)","14,13,20",a js19~,-14~-11,KND,KND,
5158,38,"f+4, 4","h, h","14,17",19~,1,+13kg,KND,
5159,38,f+1+2 or WS+1+2,m,24,17 pc8~16,-14,KND,KND,Power crush
5160,38,d/f+1,m,13,13,-1,5,5,
5161,38,"d/f+1, 2","m, h","13,10","13,30",-3,2,9,
5162,38,"d/f+1, 2, u or D","m, h, (Special)","13,10","13,30",-1,4,11,
5163,38,d/f+2,m,12,15~16,-7~-6,Launch (JG?)(+4a),Launch (JG?),
5164,38,d/f+3,m,13,14,-11,1,1,
5165,38,"d/f+3, 1","m, h","13,10",14,-8,3,3,
5166,38,"d/f+3, 1, d or u (Cancel)","m, (Special)",13,14,-19,-7,-7,
5167,38,"d/f+3, 1, 2","m, h, h","13,10,6",14,-10,1,1,
5168,38,"d/f+3, 1, 2, f+1+2","m, h, h, m","13,10,6,22",14,-14,KND,KND,
5169,38,"d/f+3, 2","m, h","13,12","14,33",1,2,12,
5170,38,"d/f+3, 2, f or d/f","m, h, (Special)","13,12","14,33",-1,0,10,
5171,38,"d/f+3, 2, d or u","m, h, (Special)","13,12","14,33",0,1,11,
5172,38,"d/f+3, 2, 1","m, h, h","13,12,6","14,33",-3,4,4,
5173,38,"d/f+3, 2, 1, 4","m, h, h, l (TC)","13,12,6,12",s cs10~,-13,-2,-2,
5174,38,"d/f+3, 2, 3","m, h, m?","13,12,21",10~,-17~-16,Launch (JG?),Launch (JG?),
5175,38,"d/f+3, 2, 4","m, h, h","13,12,22",10~,-6,KND,KND,Tail spin
5176,38,"d/f+3, 2, d+3","m, h, l (TC)","13,12,10",s cs10~,-14,-3,-3,
5177,38,"d/f+3, 2, d+3, 2","m, h, l (TC), m","13,12,10,10",10~,-13~-11,Launch (JG?),Launch (JG?),
5178,38,"d/f+3, 2, d+3, 4","m, h, l (TC), h","13,12,10,18",10~,-6,5,Launch (JG?),
5179,38,"d/f+3, 2, d+3, 4 , 3","m, h, l (TC), h, m","13,12,10,18,20",10~,+2~+3s,+5~+6s,KND,
5180,38,"d/f+3, 3","m, h","13,6",10~,-14,-3,-3,
5181,38,"d/f+3, 3, 3","m, h, h","13,6",10~,-14,-3,-3,
5182,38,"d/f+3, 3, 3, 4","m, h, h, h","13,6,8,20",10~,-6,KND,CS,Tail spin
5183,38,"d/f+3, 4","m, h (TJ)","13,21",a js20~,-4~-3,+7~+8,+7~+8,
5184,38,"d/f+3, 4, 4","m, h (TJ), l","13,21,20",js1~11 cs15~,-13~-11,KND,YKU,
5185,38,"d/f+3, 4, 3+4","m, h (TJ), mm","13,21,8,21","js1~9, js28~41",-6~0,KND,KND,
5186,38,"d/f+3, f+4","m, h","13,20","1~9, 28~41",-6,KND,CS,Tail spin
5187,38,d/f+4,m,15,12,-4,7,7,
5188,38,d/f+1+2,mm,"5,10","16~17, 18~19",-3~-2,+20~+21kg,+20~+21kg,
5189,38,d/f+1+2 (First hit only),m,5,16~17,-5~-4,+7~+8,+7~+8,Homing
5190,38,d+1 or FC+1,Sm,5,10s cs4~,-5,6,6,
5191,38,"d+1, 2 or FC+1, 2","Sm (TC), Sm (TC)","5,8",s cs1~,-6,5,5,
5192,38,"d+1, 2, 4 or FC+1, 2, 4","Sm (TC), Sm (TC), m","5,8,10",1~,-14~-12,-3~-1,-3~-1,
5193,38,"d+1, n+4 or FC+1, n+4","Sm (TC), m","5,10",1~,-11~-10,0~+1,0~+1,
5194,38,d+2,l (TC),13,20s cs6~,-12,0,5,
5195,38,"d+2, 3","l, h","13,20",20 6~,-6~-4,KND,CS,Tail spin
5196,38,d+3 or FC+3,l (TC),12,16s cs4~,-17,-3,-3,
5197,38,"d+3, 2","l (TC), m","12,10",16 4~,-13~-11,Launch (JG?),Launch (JG?),
5198,38,"d+3, 4","l (TC), h","12,18",16 4~,-6,5,Launch (JG?),
5199,38,"d+3, 4, 3","l (TC), h, m","12,18,20",16 4~,+2~+3s,+5~+6s,KND,
5200,38,d+4,l (TC),7,12s cs4~,-13,-2,-2,
5201,38,FC+d/b or d+4 FC+D/F+4,l (TC),10,12s cs1~,-15,-4,-4,
5202,38,"d+4, 1","l (TC), h","7(10),10",12 1~,0,6,11,
5203,38,"d+4, 1, d or u (Cancel)","l (TC), (Special)",7(10),12,-13(-15),-2(-4),-2(-4),
5204,38,d/b+2,m?,20,24~25,-5~-4,KND,KND,"Tail spin, Homing"
5205,38,d/b+3,l,17,20,-13,+3s,KND,
5206,38,d/b+4,l (TC),5,16~17ad cs6~,-9~-8,+2~+3,+2~+3,
5207,38,"d/b+4, 3","l (TC), m?","5,21",16~17 6~,-17~-16,Launch (JG?),Launch (JG?),
5208,38,d/b+1+2,!,50,65,CS,CS,CS,
5209,38,d/b+3+4,m?,21,19~20,-17~-16,Launch (JG?),Launch (JG?),
5210,38,b+1,m,15,20~21,-16,CS,CS,
5211,38,b+2,h,12,12,-14,-3,-3,
5212,38,"b+2, 2","h, h","12,14",12,-6~-5,+5~+6,+5~+6,
5213,38,"b+2, 2, 2","h, h, h","12,14,20",12,-9~-8,+9~+10kg,KND,
5214,38,"b+2, 2, 2, u or D (Cancel)","h, h, (Special)","12,14",12,-10~-9,+1~+2,+1~+2,
5215,38,b+3,m,10,18,-6,+6s,+6s,
5216,38,"b+3, 4","m, h","10,17",18,-8~-7,KND,CS,
5217,38,b+4,h,15,14,-7,+11(SH),18,
5218,38,b+1+2,"m, m","6,26","18,26",-7,CS,CS,
5219,38,b+1+4,mm,"4,14","16,31~32",-15~-14,Launch (JG?),Launch (JG?),
5220,38,u/f+1,m (TJ),20,26s js10~,-5,KND,KND,
5221,38,u/f+2,m,10,18,-10,1,1,
5222,38,"u/f+2, 1","m, m","10,10",18,-13,BU,BU,
5223,38,u/b+3,m (TJ),15,14 js6~,-15,-4,-4,
5224,38,u+3,m (TJ),20,14 js6~,-15,KND,KND,
5225,38,u/f+3,m (TJ),20,14 js6~,-10,KND,KND,
5226,38,u/f+4,h (TJ),23,18 js9~,-9,-1,-1,
5227,38,"u/f+4, 3","h (TJ), l","23,10",js9~34 cs35~36,-19,-8,-8,
5228,38,"u/f+4, 3, 4","h (TJ), l, h","23,10,14",9~34 35~36,-6,5,+,
5229,38,"u/f+4, 3, 4, d or u (Cancel)","h (TJ), l, (Special)","23,10",js9~34 cs35~36,-5,6,6,
5230,38,u/b+4,m (TJ),21,23~28 js7~,-9~-4,+3~+8s,KND,
5231,38,u+4,m (TJ),21,23~28 js7~,-6~-1,+3~+8s,KND,
5232,38,U/F+4,m (TJ),21,23~28 js9~,-6~-1,+3~+8s,KND,
5233,38,"u/f, n, D+3","(Special), l (TC)",15,43 js9~ cs34~,-17,-6,-6,
5234,38,"u/f, n, D+3, 2","l (TC), m","15,10",43 9~ 34~,-13~-11,Launch (JG?),Launch (JG?),
5235,38,"u/f, n, D+3, 4","l (TC), h","15,18",43 9~ 34~,-6,5,Launch (JG?),
5236,38,"u/f, n, D+3, 4, 3","l (TC), h, m","15,18,20",43 9~ 34~,+2~+3s,+5~+6s,KND,
5237,38,"f, F+2",h,20,14(15~),-9,KND,KND,
5238,38,"f, F+3",m,24,15(16~),-14,8,CS,
5239,38,"f, F+4 (Close)",m (TJ),30,28ad (29~) js5~,11,+9s,KND,
5240,38,"f, F+4",m (TJ),20,28~32ad (29~) js5~,-10~-6,+9~+13s,KND,
5241,38,"f, F+4, Tech (Close)","m (TJ), (Special)",30,28a(29~) js5~,4,+2s,KND,
5242,38,"f, F+4, Tech","m (TJ), (Special)",20,28~32a (29~) js5~,-17~-13,+2~+6s,KND,
5243,38,"f, F+1+2",m,26,22~23 (23~),-5,KND,KND,wb!
5244,38,"f, F+1+2* (Very long hold)",m,32,33~34 (34~),+8~+9,KND,KND,wb!
5245,38,"d, D/F+4",l (TC),20,24~28s (26~) cs1~,-37,KND,YKU,
5246,38,FC+d/f+4,l (TC),20,20~24s cs1~,-37,KND,YKU,
5247,38,qcb,(Special),,(s),,,,
5248,38,QCB+4,m,20,19~20 (21~) cs1~3,-15~-14,Launch (JG?),Launch (JG?),
5249,38,"d/b, qcf, n, d/b+2+3",h!,0,35~52 (41?~),+33~+50 (SH),+33~+50 (SH),+33~+50 (SH),
5250,38,"u/f+3+4 or f, f, f+3",m (TJ),"20(,18)",23ad(26~) js3~,-23,Throw(KND),Throw(KND),
5251,38,"u/f+3+4 or f, f, f+3 (Crouching or far)",m (TJ),20,24~30ad (27~) js1~,-22~-16,KND,KND,
5252,38,"f, f, f+1+2",m (TJ),30,20~21a (23~) js5~17,+4~+5,KND,KND,
5253,38,WS+1,m,17,13~14,-6~-5,+5~+6,+5~+6,
5254,38,"WS+1, 4","m, m","14,20",13~14,-3~-2s,KND,KND,
5255,38,"WS+1, 1+2","m, hh","17,3,15",13~14,-7~-6,KND,KND,
5256,38,WS+2,m,15,15~16,-13~-12,Launch (JG?),Launch (JG?),
5257,38,WS+3,m,15,13,-13,2,2,
5258,38,WS+4,m,15,11~12,-4~-3,+7~+8,+7~+8,
5259,38,"WS+4, 3","m, h","15,24",11~12,-6,KND,CS,Tail spin
5260,38,WS+b+1,m,13,14~15,-5~-4,+6~+7,uKZD,
5261,38,FC+2,Sm (TC),8,11s cs1~,-4,7,7,
5262,38,"FC+2, 4","Sm (TC), m","8,10",11 1~,-10~-8,+1~+3,+1~+3,
5263,38,SS+1,m,15,14~15 (23~),-10~-9,+3~+4,+3~+4,
5264,38,"SS+1, F","m, (Special)",15,14~15 (23~),+10~+11,+24~+25g,+24~+25g,
5265,38,"SS+1, B","m, (Special)",15,14~15 (23~),+10~+11,+23~+24g,+23~+24g,
5266,38,"SS+1, 2","m, m","15,15",14~15 (23~),-6~-4,0~+2,0~+2,
5267,38,SS+2,m,15,13~14 (22~),-14~-13,Launch (JG?),Launch (JG?),
5268,38,SS+4,l (TC),17,20(29~) cs6~,-15,+6s,YKU,
5269,38,SS+1+2,m,22,19(28~),-11,KND,KND,
5270,38,Opponent Down d+3+4,l(On grounded opponent),16(??20),17~18,-17~-16,-8~-7s,-8~-7s,
5271,38,qcf,(Special),,17~18,,,,
5272,38,qcf+1+2,h(Throw),15,11,,Throw(0),,
5273,38,qcf+3+4,h(Throw),15,11,,Throw(KND),,
5274,38,qcf+1,h,21,13~14 (15~) cs1~3,+1~+2,+3~+4,Launch,
5275,38,qcf+2,m?,25,20~21 (22~),-8~-7,KND,KND,
5276,38,qcf+3,l (TC),17,19~28 (21~) cs16~,-20~-11,0~+9s,KND,
5277,38,qcf+4,m,15,14(16~),-8,+6a,+6a,
5278,38,"qcf+4, 2","m, h","15,10",14(16~),-9,-3(Launch (JG?)),-3(Launch (JG?)),
5279,38,"qcf+4, 2, 3","m, h, h","15,10,23",14(16~),-10,KND,KND,
5280,38,"qcf, 1",m,14,13~14 (16~),-6~-5,+5~+6,+5~+6,
5281,38,"d, d/f, N",,,13~14 (16~),,,,
5282,39,in rage d+1+2,m,55,20 pc,-32,throw,throw,rage art
5283,39,in rage f+2+3,m,"10,30",18,2,throw,throw,rage drive
5284,39,1,h,7,10,1,8,8,
5285,39,"1, 2","h,h","7,8",10,-2,6,6,nc from 1st hit
5286,39,"1, 2, 2","h,h,h","7,8,12",10,-11,1,1,nc from 1st hit
5287,39,"1, 2, 1+2","h,h,m","7,8,23",10,-9,KND,KND,Tail spin
5288,39,"1, 2, 3 or 4","h,h, (Special)","7,8",js,-26,-18,-18,
5289,39,2,m,9,15,-12,-6,-6,
5290,39,"2, 2","m,m","9,9",15,-9,6,6,nc from 1st hit
5291,39,"2, 2, 2","m,m,h","9,9,7",15,-8,-2,-2,
5292,39,"2, 2, 2, 2","m,m,h,h","9,9,7,7",15,-7,7,7,nc from 3rd hit
5293,39,"2, 2, 2, 2, 2","m,m,h,y,m","9,9,7,7,15",15,-14,KND,KND,nc from 3rd hit
5294,39,"2, 2, f+2","m,m,m","9,9,23",15,-14,5,5,Tail spin
5295,39,"2, 2, b+2","m, m, m(throw)","9,9,5,(20)",15 js,-11,throw,throw,
5296,39,3,h,15,14,-7,-1,-1,
5297,39,4,h,15,12,-8,3,3,
5298,39,"4,2","h,m","15,15",12,-14,-1,-1,
5299,39,1+2,"h,m","17,24",18,-14,KND,KND,"Homing, Tail Spin"
5300,39,1+2~B,h,17,18,-9,-3,-3,Homing
5301,39,f+2,m,"8(,25)",20 js,-9,throw,throw,
5302,39,f+3,m,14,16,-9,9,9,
5303,39,"f+3, 2","m,m","14,5(,20)",16,-11,throw,throw,
5304,39,f+4,m,13,17,-8,8,8,
5305,39,"f+4, 2","m,m","13,21",17,-11,12,12,Tail spin
5306,39,f+1+2,m,24,16,-19,KND,KND,
5307,39,f+1+4,m,20,23,-13,KND,KND,Power Crush
5308,39,d/f+1,m,10,13,-1,7,7,
5309,39,"d/f+1, 4","m,h","10,20",13 js,-5,KND,KND,Tail Spion
5310,39,d/f+2,m,15,15,-20,JG,JG,
5311,39,d/f+3,m,9,16,-13,-2,-2,
5312,39,"d/f+3, 1","m,h","9,7",16,-10,-3,-3,
5313,39,d/f+4,m,12,14,-7,4,4,
5314,39,"d/f+4, 2","m,h","12,17",14,-2,8,8,
5315,39,"d/f+4, 2, 4","m,h,h","12,17,20",14 js,-5,KND,KND,Tail Spin
5316,39,"d/f+4, 2, 2","m,h,m","12,17,21",14 js,-8,JG,JG,
5317,39,d/f+1+2,m,27,25,-9,KND,KND,Tail Spin
5318,39,d+1,"m,m","10,10",17,-3,4,4,
5319,39,d+2,l,12,20,-18,-3,-3,
5320,39,"d+2, 2","l,h","12,23",20,-9,10,KND,Tail Spin
5321,39,d or d/b+3,l,13 cs,16,-13,-2,-2,
5322,39,d+4,l,9,19,-31,-9,-9,
5323,39,"d+4, 1","l,h","9(13),20",19,-12,4,4,
5324,39,"d+4 ,1, 1+2","l,h,m","9(13),20,2,2(25)",19,-18s,KND,KND,
5325,39,d/b+1,m,7,15,-6,3,3,
5326,39,"d/b+1, 1+2","m,m,m","7,7,10",15,-5,6,6,
5327,39,d/b+1~F,m,7,15,-6,0,0,
5328,39,d/b+2,l,23,24,-19,KND,KND,
5329,39,d/b+4,l,9,17,-12,-1,-1,
5330,39,d/b+1+2,m,25,25,-16,JG,JG,
5331,39,d/b+1+2*,m,28,46,2,JG,JG,
5332,39,b+1,h,10,12,-11,0,0,
5333,39,"b+1, 2","h,h","10,21",12,-9,7,7,
5334,39,b+2,m,13,15,-9,6,6,
5335,39,b+2 when hit 1+2,"m, throw","13,6,14",15,~,6,6,
5336,39,b+3,h,14,14,-12,-1,-1,
5337,39,"b+3, 1","h,m","14,23",14,-14,KND,KND,
5338,39,b+3~B,"h, (special)",14,14,-8,3,3,
5339,39,b+4,h,17,18,-7,7,7,
5340,39,"b+4, 1+2","h,m","17,27",20,-13,KND,JG,
5341,39,b+1+4,m,20,26,-11,KND,KND,
5342,39,b+2+3,m!,50,69,KND,KND,KND,
5343,39,u/b or u or u/f+1,h,17,14,-4,8,KND,
5344,39,u/b or u or u/f+2,m,21,30 js9~,-8,JG,JG,
5345,39,u/b or u or u/f+3,"m(,m)","11(,23)",17 js9~,-13,JG,JG,
5346,39,u/b or u or u/f+4,h,20,19 js9~,-5,KND,KND,"Homing, Tail Spin"
5347,39,"u/b,b",special,js10~,,,,,
5348,39,u/b or u or u/f,special,js9~,,,,,
5349,39,During jump 1,m,7,9,-23,-16,-16,
5350,39,During jump 2,m,14,10,-22,-15,-15,
5351,39,"(When hit in air) 2, 2","m,m","14,14",,,,,
5352,39,"(When hit in air) 2, 2, 2","m,m,m","14,14,23",,,,,Tail spin
5353,39,(During jump) 3,m,10,10,-22,-15,-15,
5354,39,(During jump) 4,m,12,12,-21,-14,-14,
5355,39,(During jump) 1+2,m,27,41 js9~,5,KND,KND,
5356,39,"f, f+4",m,"15(,14,21)",19,-14,throw,throw,
5357,39,"f, f+1+2",m,17,15,-9,10,KND,"Tail Spin, Homing"
5358,39,"f, f+3+4",h,50,30 js14~,-8,KND,KND,
5359,39,"f, f, f+1+2 or wr+1+2",m,25,23 js3~,11,JG,JG,
5360,39,FC+1,sm,5,10 cs,-5,6,6,
5361,39,FC+2,sm,8,11 cs,-9,5,5,
5362,39,FC+3,l,12 cs,16,-17,-3,-3,
5363,39,FC+4,l,10,12 cs,-15,-4,-4,
5364,39,WS+1,m,10,13,-8,6,6,
5365,39,"WS+1, 2","m,m","10,23",13,-13,2,KND,
5366,39,ws+2,m,15,15,-9,-3,-3,
5367,39,"ws+2, 2","m,m","13,23",15,-14,5,5,Tail spin
5368,39,ws+3,m,12,14,-7,9,9,
5369,39,"ws+3,2","m,m","12,5(,20)",14,-11,throw,throw,
5370,39,ws+4,m,15,11,-6,5,5,
5371,39,FC+d/f+2,l,17,20 cs,-13,+4s,+13g,Homing
5372,39,1+2+3+4,,,,,,,
5373,39,1+3+4,,,,,,,
5374,39,SS+2,m,21,18,0,5s,KND,
5375,39,BT 1,h,15,8,-8,3,3,
5376,39,BT 2,m,16,20,-9,KND,KND,
5377,39,BT 3 or 4,h,25,10,-8,KND,KND,
5378,39,BT d+1 or d+2,sm,10,10,-2,9,9,
5379,39,BT d+3 or d+4,l,12,10,-11,3,3,
5380,39,f+3+4,,,cs,,,,
5381,39,"f+3+4, 1",m,24,18,-13,KND,KND,"Power crush, Wall bounce"
5382,39,"f+3+4, 3+4",l,17,20 cs,-20,KND,KND,
5383,39,In rage d+1+2,m,55,20,-32,throw,throw,
5384,39,In rage f+2+3,m,"10(,30)",18,2,throw,throw,
5385,40,in rage 1+2,m,"55(10,45)",20 pc8~17,-22,KND,KND,Rage art
5386,40,"in rage 1+2, b",m,20,20,-22,TSU,TSU,Rage art
5387,40,in rage qcf+1+2,m,40(60),12(14~),+3(wl+9),KND,KND,Rage drive
5388,40,1,h,7,10,1,8,8,
5389,40,"1, 2","h, h","7,12",10,-1,6,6,
5390,40,"1, 2, 3","h, h, m","7,12,7",10,-25~-24,-14~-13,-14~-13,
5391,40,"1, 4","h, l (TC)","7,8",s cs10~,-11,1,1,
5392,40,2,h,10(12),10,0,6,6,
5393,40,"2, 3","h, h","12,21",10,-12~-11,KND,CS,
5394,40,"2, d+3","h, l (TC)","10,11",s cs10~,-12,-1,-1,
5395,40,3,m,14,15~16,-7~-6,+4~+5,+4~+5,
5396,40,"3, 2","m, h","14,17",15~16,-3,7,KND,
5397,40,4,h,17,12,-7,7,Launch (JG?),
5398,40,f+2,h,10,12,0,6,6,
5399,40,"f+2, 3","h, h","10,16",12,-11~-10,+5~+6,+5~+6,
5400,40,"f+2, 3, 1","h, h, m","10,16,22",12,-12,KND,19,
5401,40,f+1+2,m,22,20~21,+3~+4s,+8~+9s,KND,
5402,40,f+1+4,m,21,21~23,-14~-12,KND,KND,
5403,40,d/f+1,m,13,14,-2,4,4,
5404,40,"d/f+1, 1","m, h","13,9",14,-5~-4,+5~+6,+8~+9,
5405,40,"d/f+1, 1, 2","m, h, m","13,9,22",14,-9~-8,KND,KND,
5406,40,"d/f+1, b","m, (Special)",13,14,3,9,9,
5407,40,d/f+2,m,13,15~16,-8~-7,Launch (JG?) (+3a),Launch (JG?),
5408,40,d/f+3,m,14,16,-9,2,2,
5409,40,"d/f+3, 4","m, m","14,17",16,-10~-9,+6~+7,FS (+6~+7),
5410,40,"d/f+3, 4*","m, m","14,25",16,-6~-5,FS (+6~+7),FS (+6~+7),
5411,40,d/f+4,m,21,19~20,-1~0,+9~+10,KND,
5412,40,d+1,m,16,14~15,-9~-8,+2~+3,+3~+4s,
5413,40,"d+1, D",m,16,14~15s,-9~-8,+2~+3,+3~+4s,
5414,40,"d+1, 2","m, m","16,26",14~15,-17,KND,KND,
5415,40,"d+1, 2 (Hold)","m, m","16,39",14~15,+20g,KND,KND,
5416,40,"d+1, 4","m, l","16,15",14~15,-31,-17,KND,
5417,40,"d+1, 4, 2","m, l, m","16,15,21",14~15,-14,KND,KND,
5418,40,d+4 (Close),l,13,15,-31,KND,KND,
5419,40,d+4,l,9,15,-31,-17,KND,
5420,40,"d+4, 2","l, m","9,23",15,-18,-9,-9,
5421,40,d+4:2:1+2,"l, m, m","9,23,22",15,-17~-16,KND,KND,
5422,40,"d+4, 2:1+2","l, m, m","9,23,25",15,-17~-16,KND,KND,
5423,40,d+1+2,m?,30,12~13,-16~-15,KND,KND,
5424,40,d/b+2,m?,21,19~20,-11~-10,KND,Launch,
5425,40,b+1,h,12,12~13,-9~-8,+2~+3,+2~+3,Homing
5426,40,"b+1, 2","h, h","12,21",12~13,-5~-4,+8k~+9k,+8k~+9k,Tail spin
5427,40,b+2,m,22,18,-5s,+4s,+4s,
5428,40,"b+2, 1","m, m","22,22",18,-12,0s,KND,
5429,40,"b+2, 1*","m, m","22,35",18,+8~+9s,+8~+9s,KND,
5430,40,b+3,h,16,14~15,-6~-5,CS,CS,
5431,40,b+4,l,14,20~21,-13~-12,+3~+4,+3~+4,
5432,40,b+1+2,h,28,24 pc8~23,0,KND,KND,Power crush
5433,40,u/b+2,m,22,20~21,-9~-8,KND,CS,Homing
5434,40,u/f+2,m (TJ),35,34a js8,9,KND,KND,Wall bounce
5435,40,u/b+3,m (TJ),12,15~16 js10~,-16~-15,Launch (JG?),Launch (JG?),
5436,40,u+3,m (TJ),13,15~16 js9~,-16~-15,Launch (JG?),Launch (JG?),
5437,40,u/f+3,m (TJ),14,15~16 js9~,-16~-15,Launch (JG?),Launch (JG?),
5438,40,"u/b or u or u/f+3, 4","m (TJ), m (TJ)","14,20",js1~,-13~-12,Launch (JG?),Launch (JG?),
5439,40,u/f+4,m (TJ),13,15~17 js9~,-13~-11,Launch (JG?),Launch (JG?),
5440,40,"f, F+2",m,14,15~17 (16~),-17~-15,-7~-5,-7~-5,
5441,40,"f, F+2, 1","m, m","14,20",15~17 (16~),-12,KND,KND,
5442,40,"f, F+2, 1, B (Cancel)","m, (Special)",14,15~17 (16~),-21~-19,-11~-9,-11~-9,
5443,40,"f, F+2, 2","m, l (TC)","14,21",cs15~,-19~-17,Launch,Launch,
5444,40,"f, F+2, 2, B (Cancel)","m, (Special) (TC)",14,15~s,-28~-26,-18~-16,-18~-16,
5445,40,"f, F+2:1","m, h","14,24",15~,-4,KMeD,KMeD,
5446,40,"f, F+3",m (TJ),14,15~16a (16~) js9~,-17~-16,Launch (JG?),Launch (JG?),
5447,40,"f, F+3, 4","m (TJ), m (TJ)","14,15",js1~,-16~-15,Launch (JG?),Launch (JG?),
5448,40,"f, F+3, 4, 4","m (TJ), m (TJ), h","14,15,25",1~,-5~-3,KND,KND,
5449,40,"f, F+3, 4, f or d/f+4","m (TJ), m (TJ), m","14,15,18",1~,-14~-12,KND,KND,
5450,40,"f, F+3, 4, d or d/b+4","m (TJ), m (TJ), l (TC)","14,15,15",s cs20~,-17~-16,-6~-5,-6~-5,
5451,40,"f, F+4",m (TJ),20,23~34as (27~) js13~,-5~+6,KND,KND,
5452,40,"b, f+1",h,22,28~31 (28~),-6~-3,KND,KND,
5453,40,"b, B+1+2",!,80,63~64 (64~),KND,KND,KND,
5454,40,WS+2,m,20,15~16,-14~-13,Launch,Launch,
5455,40,WS+3,m,16,13~14,-8~-7,+3~+4,+3~+4,
5456,40,"WS+3, 2","m, h","16,21",13~14,-9~-8,KND,CS,Tail spin
5457,40,WS+4,m,18,11~12,-6~-5,+5~+6,+5~+6,
5458,40,FC+d/f+2,m,14,14~16,-17~-16,-7~-6,-7~-6,
5459,40,FC+d/f+1+2,l (TC),20,32~33s cs1~,-12~-11,KND,KND,
5460,40,D(Hundred and sixty frames),(Special),,32~33 1~,,,,
5461,40,"D(Hundred and sixty frames)n, u+3+4 (On the way up)","m (TJ), m",48,13~18d js9~,-49~-44,Launch,Launch,
5462,40,"D(Hundred and sixty frames)n, u+3+4 (On the way down)","m (TJ), m",48,46~56d js1~,-21~-11,-10~0s,-10~0s,
5463,40,SS+1,h,23,20(30~),8,KND,KND,
5464,40,SS+3,l,18,19(29~),-12,4,12,
5465,40,"Opponent Down, d+2",l(On grounded opponent),16,18,-12,4,4,
5466,40,qcf,(Special),,18,,,,
5467,40,qcf+1,h,21,16~17 (18~),-4~-3,YKU,YKU,
5468,40,qcf+2 (Close),m,54,13~14 (15~),-17~-16,KND,KND,
5469,40,qcf+2,m,36,13~14 (15~),-17~-16,KND,KND,
5470,40,qcf+3,l (TC),17,18~19 (20~) cs6~,-14~-13,0~+1,KND,
5471,40,qcf+3+4,m (TJ),40,19~20a (21~) js18~,-9~-8,Launch,Launch,
5472,40,"qcf, or d, d/f, n",,,19~20 (21~) 18~,,,,
5473,40,qcb,(Special),,19~20 (21~) 18~,,,,
5474,40,qcb+1,m,24,21~22 (23~),0~+1s,KND,KND,
5475,40,qcb+2,m,21(31),15(17~),-8,KND,KND,
5476,40,qcb+3,l (TC),14,18~19s (20~) cs1~,-21~-20,-9~-8,KND,
5477,40,"qcb+3, 2","l, m","14,20",18~19 (20~) 1~,-10~-9,+6~+7,+6~+7,
